CPU,RAM (GB),HDD (GB),Velikost displeje ("),Rozliseni displeje,Cena (Kc)
Intel I7-6200U:0.58,24:0.87,1 000 HDD:0.37,14:0.71,2880x1800:0.85,39538
Intel I5-7500U:0.88,12:0.62,240 SSD:0.62,14:0.71,1920x1080:0.57,35698
Intel I5-7200U:0.82,16:0.75,750 HDD:0.25,13.3:0.57,1920x1080:0.57,28654
Intel I7-5500U:0.29,3:0.12,256 SSD:0.75,15.6:0.85,1600x900:0.28,30550
Intel I3-6200U:0.41,4:0.25,128 SSD:0.50,14:0.71,1366x768:0.14,27773
Intel I5-5200U:0.11,24:0.87,256 SSD:0.75,13.3:0.57,1680x1050:0.42,33238
Intel I5-5200U:0.11,6:0.37,500 HDD:0.12,17.3:1.00,1680x1050:0.42,29077
Intel I3-6200U:0.41,2:0.00,500 HDD:0.12,17.3:1.00,1600x900:0.28,28800
Intel I7-5200U:0.23,4:0.25,512 SSD:1.00,15.6:0.85,1600x900:0.28,38963
Intel I3-6200U:0.41,16:0.75,320 HDD:0.00,13:0.42,1600x900:0.28,25597
Intel I5-6500U:0.52,12:0.62,750 HDD:0.25,17.3:1.00,2560x1440:0.71,35371
Intel I5-5200U:0.11,3:0.12,320 HDD:0.00,13.3:0.57,2880x1800:0.85,30700
Intel I5-6200U:0.47,8:0.50,750 HDD:0.25,15.6:0.85,1600x900:0.28,28095
Intel I3-5100U:0.00,24:0.87,320 HDD:0.00,11:0.14,3840x2160:1.00,35297
Intel I3-7200U:0.76,3:0.12,240 SSD:0.62,10:0.00,1366x768:0.14,25711
Intel I5-6200U:0.47,2:0.00,750 HDD:0.25,15.6:0.85,1920x1080:0.57,29150
Intel I3-6100U:0.35,24:0.87,500 HDD:0.12,14:0.71,1600x900:0.28,29622
Intel I3-6200U:0.41,32:1.00,240 SSD:0.62,17.3:1.00,1600x900:0.28,35772
Intel I3-7200U:0.76,24:0.87,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,34143
Intel I5-5500U:0.17,24:0.87,500 HDD:0.12,14:0.71,1280x800:0.00,29711
Intel I3-7200U:0.76,2:0.00,750 HDD:0.25,15.6:0.85,1600x900:0.28,28529
Intel I5-7200U:0.82,12:0.62,1 000 HDD:0.37,12:0.28,1600x900:0.28,27797
Intel I7-5500U:0.29,16:0.75,1 000 HDD:0.37,17.3:1.00,1920x1080:0.57,33781
Intel I3-7200U:0.76,32:1.00,512 SSD:1.00,14:0.71,1366x768:0.14,36690
Intel I7-5500U:0.29,6:0.37,320 SSD:0.87,10:0.00,1366x768:0.14,29620
Intel I5-7500U:0.88,6:0.37,320 SSD:0.87,12:0.28,1280x800:0.00,28151
Intel I7-6500U:0.64,4:0.25,512 SSD:1.00,15.6:0.85,1680x1050:0.42,39635
Intel I3-5100U:0.00,4:0.25,128 SSD:0.50,13:0.42,2560x1440:0.71,25166
Intel I5-7200U:0.82,8:0.50,256 SSD:0.75,12:0.28,1280x800:0.00,25995
Intel I5-5200U:0.11,8:0.50,320 SSD:0.87,14:0.71,1920x1080:0.57,32914
Intel I3-6200U:0.41,16:0.75,500 HDD:0.12,14:0.71,2560x1440:0.71,28856
Intel I7-7500U:1.00,12:0.62,320 HDD:0.00,13:0.42,1920x1080:0.57,32490
Intel I3-6100U:0.35,2:0.00,320 HDD:0.00,17.3:1.00,2880x1800:0.85,31376
Intel I3-5200U:0.05,24:0.87,500 HDD:0.12,11:0.14,1600x900:0.28,28186
Intel I3-5100U:0.00,24:0.87,240 SSD:0.62,13.3:0.57,1680x1050:0.42,29531
Intel I5-7500U:0.88,3:0.12,320 HDD:0.00,10:0.00,3840x2160:1.00,32243
Intel I3-7100U:0.70,16:0.75,128 SSD:0.50,11:0.14,1280x800:0.00,24903
Intel I5-6200U:0.47,4:0.25,1 000 HDD:0.37,11:0.14,1366x768:0.14,23306
Intel I5-5500U:0.17,8:0.50,500 HDD:0.12,14:0.71,1600x900:0.28,27663
Intel I3-7100U:0.70,32:1.00,128 SSD:0.50,17.3:1.00,1680x1050:0.42,33159
Intel I5-5200U:0.11,4:0.25,320 HDD:0.00,10:0.00,1280x800:0.00,22799
Intel I5-5500U:0.17,24:0.87,320 HDD:0.00,13.3:0.57,2880x1800:0.85,31614
Intel I5-5200U:0.11,2:0.00,240 SSD:0.62,12:0.28,1366x768:0.14,26348
Intel I5-6500U:0.52,32:1.00,500 HDD:0.12,17.3:1.00,1920x1080:0.57,39655
Intel I3-6100U:0.35,6:0.37,1 000 HDD:0.37,15.6:0.85,1280x800:0.00,26354
Intel I7-7200U:0.94,3:0.12,512 SSD:1.00,14:0.71,3840x2160:1.00,45509
Intel I7-6500U:0.64,12:0.62,1 000 HDD:0.37,12:0.28,1680x1050:0.42,31041
Intel I7-5500U:0.29,4:0.25,500 HDD:0.12,15.6:0.85,1680x1050:0.42,31189
Intel I7-5500U:0.29,6:0.37,750 HDD:0.25,11:0.14,1280x800:0.00,26375
Intel I3-5100U:0.00,24:0.87,512 SSD:1.00,11:0.14,1600x900:0.28,34132
Intel I3-7100U:0.70,6:0.37,512 SSD:1.00,15.6:0.85,1920x1080:0.57,40599
Intel I7-5500U:0.29,2:0.00,320 SSD:0.87,11:0.14,1680x1050:0.42,31171
Intel I3-5100U:0.00,12:0.62,320 SSD:0.87,17.3:1.00,1280x800:0.00,32854
Intel I3-7200U:0.76,32:1.00,1 000 HDD:0.37,17.3:1.00,1366x768:0.14,35125
Intel I3-5100U:0.00,3:0.12,750 HDD:0.25,15.6:0.85,1366x768:0.14,27465
Intel I7-5200U:0.23,32:1.00,320 SSD:0.87,14:0.71,3840x2160:1.00,42243
Intel I5-7200U:0.82,12:0.62,320 SSD:0.87,15.6:0.85,2880x1800:0.85,40800
Intel I5-7500U:0.88,4:0.25,1 000 HDD:0.37,14:0.71,1366x768:0.14,28293
Intel I3-7200U:0.76,8:0.50,240 SSD:0.62,14:0.71,1920x1080:0.57,31618
Intel I5-6500U:0.52,2:0.00,256 SSD:0.75,11:0.14,1366x768:0.14,26252
Intel I5-7500U:0.88,2:0.00,512 SSD:1.00,14:0.71,1920x1080:0.57,36518
Intel I7-6200U:0.58,16:0.75,1 000 HDD:0.37,11:0.14,2560x1440:0.71,31831
Intel I5-7200U:0.82,6:0.37,256 SSD:0.75,15.6:0.85,1280x800:0.00,30539
Intel I5-5200U:0.11,2:0.00,500 HDD:0.12,15.6:0.85,2880x1800:0.85,29789
Intel I5-6500U:0.52,12:0.62,512 SSD:1.00,10:0.00,1280x800:0.00,36290
Intel I5-6200U:0.47,3:0.12,240 SSD:0.62,14:0.71,1366x768:0.14,27029
Intel I3-6100U:0.35,12:0.62,128 SSD:0.50,17.3:1.00,1920x1080:0.57,34849
Intel I3-7200U:0.76,12:0.62,750 HDD:0.25,15.6:0.85,2560x1440:0.71,32823
Intel I3-6100U:0.35,6:0.37,128 SSD:0.50,17.3:1.00,2560x1440:0.71,32168
Intel I3-6100U:0.35,32:1.00,128 SSD:0.50,17.3:1.00,1366x768:0.14,30973
Intel I7-6200U:0.58,6:0.37,512 SSD:1.00,13.3:0.57,2560x1440:0.71,37763
Intel I3-5100U:0.00,16:0.75,320 HDD:0.00,10:0.00,1280x800:0.00,23246
Intel I3-7200U:0.76,24:0.87,128 SSD:0.50,11:0.14,1280x800:0.00,28739
Intel I5-6500U:0.52,8:0.50,512 SSD:1.00,17.3:1.00,1680x1050:0.42,40501
Intel I5-7200U:0.82,8:0.50,320 SSD:0.87,13.3:0.57,1280x800:0.00,30313
Intel I5-7200U:0.82,32:1.00,240 SSD:0.62,14:0.71,2880x1800:0.85,35766
Intel I5-6200U:0.47,4:0.25,750 HDD:0.25,17.3:1.00,1366x768:0.14,31762
Intel I3-7200U:0.76,2:0.00,1 000 HDD:0.37,14:0.71,2560x1440:0.71,28057
Intel I7-5500U:0.29,8:0.50,1 000 HDD:0.37,13:0.42,1920x1080:0.57,32489
Intel I5-5500U:0.17,6:0.37,240 SSD:0.62,13:0.42,2880x1800:0.85,32691
Intel I5-6200U:0.47,8:0.50,500 HDD:0.12,13.3:0.57,2560x1440:0.71,30808
Intel I5-6200U:0.47,24:0.87,750 HDD:0.25,10:0.00,2560x1440:0.71,30175
Intel I5-7500U:0.88,16:0.75,240 SSD:0.62,10:0.00,2880x1800:0.85,36399
Intel I5-7500U:0.88,2:0.00,1 000 HDD:0.37,15.6:0.85,2880x1800:0.85,35316
Intel I5-6200U:0.47,12:0.62,750 HDD:0.25,17.3:1.00,1280x800:0.00,28562
Intel I3-7200U:0.76,32:1.00,1 000 HDD:0.37,14:0.71,2560x1440:0.71,33980
Intel I5-5500U:0.17,3:0.12,320 SSD:0.87,13:0.42,1680x1050:0.42,29892
Intel I7-6500U:0.64,24:0.87,1 000 HDD:0.37,10:0.00,3840x2160:1.00,38499
Intel I7-7500U:1.00,6:0.37,320 SSD:0.87,17.3:1.00,1680x1050:0.42,37924
Intel I7-7500U:1.00,32:1.00,128 SSD:0.50,14:0.71,2560x1440:0.71,36332
Intel I5-6500U:0.52,6:0.37,128 SSD:0.50,12:0.28,3840x2160:1.00,36308
Intel I3-6100U:0.35,3:0.12,320 SSD:0.87,10:0.00,2880x1800:0.85,30784
Intel I7-6500U:0.64,24:0.87,240 SSD:0.62,17.3:1.00,1366x768:0.14,35615
Intel I3-5200U:0.05,8:0.50,1 000 HDD:0.37,15.6:0.85,1600x900:0.28,26983
Intel I7-7200U:0.94,4:0.25,500 HDD:0.12,13:0.42,1366x768:0.14,25630
Intel I5-5200U:0.11,8:0.50,128 SSD:0.50,15.6:0.85,1680x1050:0.42,27637
Intel I3-5200U:0.05,6:0.37,512 SSD:1.00,17.3:1.00,2560x1440:0.71,37808
Intel I5-5500U:0.17,12:0.62,320 HDD:0.00,11:0.14,1280x800:0.00,23751
Intel I7-7500U:1.00,3:0.12,320 HDD:0.00,15.6:0.85,1280x800:0.00,30162
Intel I5-5500U:0.17,16:0.75,750 HDD:0.25,14:0.71,2560x1440:0.71,33712
Intel I7-5500U:0.29,16:0.75,512 SSD:1.00,10:0.00,1280x800:0.00,36158
Intel I3-6100U:0.35,32:1.00,128 SSD:0.50,17.3:1.00,2560x1440:0.71,33808
Intel I7-7200U:0.94,24:0.87,240 SSD:0.62,15.6:0.85,1680x1050:0.42,38390
Intel I7-6200U:0.58,8:0.50,240 SSD:0.62,14:0.71,3840x2160:1.00,38688
Intel I7-6500U:0.64,12:0.62,512 SSD:1.00,10:0.00,1280x800:0.00,35964
Intel I5-7500U:0.88,8:0.50,320 SSD:0.87,13:0.42,2560x1440:0.71,35943
Intel I3-6100U:0.35,24:0.87,240 SSD:0.62,12:0.28,2880x1800:0.85,32684
Intel I7-7500U:1.00,32:1.00,320 SSD:0.87,11:0.14,3840x2160:1.00,41038
Intel I5-6200U:0.47,32:1.00,128 SSD:0.50,11:0.14,1366x768:0.14,29677
Intel I5-6200U:0.47,32:1.00,1 000 HDD:0.37,14:0.71,1600x900:0.28,30922
Intel I7-7500U:1.00,16:0.75,320 SSD:0.87,17.3:1.00,3840x2160:1.00,47639
Intel I7-6200U:0.58,12:0.62,320 SSD:0.87,17.3:1.00,1600x900:0.28,39848
Intel I5-7500U:0.88,16:0.75,512 SSD:1.00,11:0.14,2560x1440:0.71,40593
Intel I7-5500U:0.29,16:0.75,500 HDD:0.12,14:0.71,3840x2160:1.00,36988
Intel I3-6200U:0.41,32:1.00,256 SSD:0.75,13.3:0.57,3840x2160:1.00,39106
Intel I5-5200U:0.11,4:0.25,500 HDD:0.12,12:0.28,1680x1050:0.42,23672
Intel I3-5100U:0.00,24:0.87,128 SSD:0.50,11:0.14,1680x1050:0.42,27641
Intel I7-5200U:0.23,2:0.00,128 SSD:0.50,13.3:0.57,1280x800:0.00,27401
Intel I3-6200U:0.41,12:0.62,512 SSD:1.00,12:0.28,1366x768:0.14,35204
Intel I3-6200U:0.41,4:0.25,512 SSD:1.00,17.3:1.00,1920x1080:0.57,40514
Intel I7-5500U:0.29,6:0.37,128 SSD:0.50,17.3:1.00,3840x2160:1.00,39442
Intel I3-7100U:0.70,3:0.12,512 SSD:1.00,12:0.28,1600x900:0.28,33940
Intel I3-6100U:0.35,2:0.00,512 SSD:1.00,15.6:0.85,2560x1440:0.71,36434
Intel I3-5200U:0.05,2:0.00,240 SSD:0.62,14:0.71,1366x768:0.14,24752
Intel I5-6500U:0.52,6:0.37,1 000 HDD:0.37,12:0.28,1680x1050:0.42,28633
Intel I7-6200U:0.58,2:0.00,256 SSD:0.75,12:0.28,3840x2160:1.00,33938
Intel I3-6100U:0.35,32:1.00,320 HDD:0.00,12:0.28,1600x900:0.28,27630
Intel I5-7200U:0.82,2:0.00,240 SSD:0.62,13.3:0.57,2880x1800:0.85,34078
Intel I3-7200U:0.76,2:0.00,256 SSD:0.75,12:0.28,2880x1800:0.85,30567
Intel I3-5200U:0.05,12:0.62,256 SSD:0.75,14:0.71,3840x2160:1.00,34227
Intel I5-6200U:0.47,3:0.12,750 HDD:0.25,17.3:1.00,2880x1800:0.85,32424
Intel I7-5200U:0.23,2:0.00,1 000 HDD:0.37,17.3:1.00,2560x1440:0.71,32252
Intel I7-6200U:0.58,2:0.00,256 SSD:0.75,15.6:0.85,2560x1440:0.71,33965
Intel I5-5500U:0.17,12:0.62,500 HDD:0.12,10:0.00,2560x1440:0.71,29606
Intel I5-5500U:0.17,6:0.37,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,30157
Intel I5-6500U:0.52,6:0.37,320 SSD:0.87,13:0.42,1366x768:0.14,31833
Intel I7-5200U:0.23,2:0.00,128 SSD:0.50,15.6:0.85,3840x2160:1.00,37679
Intel I5-5500U:0.17,4:0.25,128 SSD:0.50,14:0.71,3840x2160:1.00,31857
Intel I5-5200U:0.11,2:0.00,320 HDD:0.00,11:0.14,2880x1800:0.85,29921
Intel I5-5200U:0.11,3:0.12,128 SSD:0.50,10:0.00,3840x2160:1.00,29722
Intel I3-5100U:0.00,3:0.12,128 SSD:0.50,10:0.00,1680x1050:0.42,22714
Intel I5-6500U:0.52,8:0.50,512 SSD:1.00,11:0.14,2880x1800:0.85,42917
Intel I5-6200U:0.47,8:0.50,750 HDD:0.25,10:0.00,1920x1080:0.57,28139
Intel I5-6200U:0.47,8:0.50,320 HDD:0.00,15.6:0.85,1920x1080:0.57,31947
Intel I7-7200U:0.94,16:0.75,320 SSD:0.87,15.6:0.85,2880x1800:0.85,39504
Intel I3-7100U:0.70,3:0.12,512 SSD:1.00,10:0.00,2560x1440:0.71,36582
Intel I7-6500U:0.64,12:0.62,500 HDD:0.12,17.3:1.00,2880x1800:0.85,35805
Intel I7-6500U:0.64,6:0.37,256 SSD:0.75,14:0.71,3840x2160:1.00,41406
Intel I7-6500U:0.64,4:0.25,1 000 HDD:0.37,10:0.00,1680x1050:0.42,30187
Intel I7-7200U:0.94,8:0.50,256 SSD:0.75,17.3:1.00,2560x1440:0.71,37083
Intel I3-7100U:0.70,24:0.87,240 SSD:0.62,15.6:0.85,3840x2160:1.00,42592
Intel I3-6200U:0.41,8:0.50,240 SSD:0.62,13.3:0.57,2880x1800:0.85,34105
Intel I3-5200U:0.05,16:0.75,1 000 HDD:0.37,14:0.71,1280x800:0.00,28834
Intel I5-5200U:0.11,3:0.12,512 SSD:1.00,12:0.28,1920x1080:0.57,34933
Intel I7-6200U:0.58,32:1.00,512 SSD:1.00,10:0.00,1280x800:0.00,37488
Intel I5-5500U:0.17,32:1.00,750 HDD:0.25,15.6:0.85,1280x800:0.00,34472
Intel I5-7500U:0.88,12:0.62,256 SSD:0.75,10:0.00,1366x768:0.14,29671
Intel I5-6500U:0.52,6:0.37,240 SSD:0.62,10:0.00,1280x800:0.00,28736
Intel I7-7500U:1.00,2:0.00,240 SSD:0.62,12:0.28,1366x768:0.14,29207
Intel I5-6500U:0.52,12:0.62,128 SSD:0.50,10:0.00,1920x1080:0.57,30777
Intel I5-5200U:0.11,6:0.37,256 SSD:0.75,17.3:1.00,3840x2160:1.00,37502
Intel I7-5200U:0.23,8:0.50,512 SSD:1.00,13.3:0.57,1920x1080:0.57,38301
Intel I5-5200U:0.11,8:0.50,240 SSD:0.62,10:0.00,2880x1800:0.85,33782
Intel I7-6200U:0.58,12:0.62,750 HDD:0.25,13.3:0.57,3840x2160:1.00,35676
Intel I5-6200U:0.47,2:0.00,320 HDD:0.00,14:0.71,1366x768:0.14,23977
Intel I7-6200U:0.58,4:0.25,500 HDD:0.12,12:0.28,1920x1080:0.57,27531
Intel I5-5200U:0.11,2:0.00,128 SSD:0.50,17.3:1.00,1680x1050:0.42,31982
Intel I3-7100U:0.70,2:0.00,750 HDD:0.25,10:0.00,1280x800:0.00,22682
Intel I3-5200U:0.05,12:0.62,750 HDD:0.25,11:0.14,1280x800:0.00,22696
Intel I7-7200U:0.94,32:1.00,750 HDD:0.25,17.3:1.00,2880x1800:0.85,42069
Intel I3-7200U:0.76,8:0.50,320 HDD:0.00,11:0.14,1600x900:0.28,26835
Intel I7-5200U:0.23,6:0.37,750 HDD:0.25,17.3:1.00,1920x1080:0.57,34357
Intel I3-7200U:0.76,16:0.75,320 HDD:0.00,11:0.14,1600x900:0.28,25975
Intel I5-5200U:0.11,8:0.50,750 HDD:0.25,11:0.14,2560x1440:0.71,27553
Intel I7-5500U:0.29,4:0.25,512 SSD:1.00,15.6:0.85,3840x2160:1.00,42432
Intel I3-7100U:0.70,3:0.12,240 SSD:0.62,13:0.42,3840x2160:1.00,34065
Intel I5-7200U:0.82,2:0.00,512 SSD:1.00,14:0.71,1366x768:0.14,36942
Intel I5-7500U:0.88,4:0.25,256 SSD:0.75,14:0.71,1680x1050:0.42,30850
Intel I3-5200U:0.05,3:0.12,128 SSD:0.50,11:0.14,1680x1050:0.42,24085
Intel I3-5200U:0.05,24:0.87,320 HDD:0.00,11:0.14,1920x1080:0.57,30755
Intel I5-6200U:0.47,16:0.75,512 SSD:1.00,17.3:1.00,1366x768:0.14,38991
Intel I5-6200U:0.47,6:0.37,240 SSD:0.62,15.6:0.85,2880x1800:0.85,35854
Intel I7-7200U:0.94,8:0.50,1 000 HDD:0.37,14:0.71,1280x800:0.00,29622
Intel I3-7100U:0.70,24:0.87,1 000 HDD:0.37,17.3:1.00,2880x1800:0.85,38139
Intel I5-5500U:0.17,24:0.87,1 000 HDD:0.37,10:0.00,2560x1440:0.71,32286
Intel I7-7500U:1.00,6:0.37,512 SSD:1.00,14:0.71,1280x800:0.00,35838
Intel I3-5200U:0.05,8:0.50,320 HDD:0.00,12:0.28,1680x1050:0.42,25444
Intel I5-7200U:0.82,32:1.00,1 000 HDD:0.37,13.3:0.57,1920x1080:0.57,34355
Intel I7-6200U:0.58,6:0.37,512 SSD:1.00,12:0.28,1680x1050:0.42,33750
Intel I3-6200U:0.41,32:1.00,750 HDD:0.25,15.6:0.85,3840x2160:1.00,37884
Intel I5-5500U:0.17,2:0.00,320 SSD:0.87,15.6:0.85,1280x800:0.00,32966
Intel I5-6200U:0.47,24:0.87,512 SSD:1.00,10:0.00,1366x768:0.14,37746
Intel I3-6100U:0.35,24:0.87,256 SSD:0.75,13:0.42,1680x1050:0.42,31928
Intel I7-7500U:1.00,16:0.75,512 SSD:1.00,11:0.14,1920x1080:0.57,38111
Intel I7-5500U:0.29,12:0.62,1 000 HDD:0.37,13.3:0.57,1920x1080:0.57,30422
Intel I5-5500U:0.17,16:0.75,128 SSD:0.50,15.6:0.85,1600x900:0.28,30633
Intel I5-7200U:0.82,16:0.75,256 SSD:0.75,15.6:0.85,1366x768:0.14,34337
Intel I5-6500U:0.52,32:1.00,128 SSD:0.50,17.3:1.00,1920x1080:0.57,37480
Intel I3-5100U:0.00,8:0.50,256 SSD:0.75,15.6:0.85,2560x1440:0.71,30278
Intel I3-7200U:0.76,8:0.50,128 SSD:0.50,17.3:1.00,1600x900:0.28,28988
Intel I5-5200U:0.11,3:0.12,128 SSD:0.50,17.3:1.00,2880x1800:0.85,33301
Intel I3-7200U:0.76,16:0.75,320 SSD:0.87,11:0.14,1920x1080:0.57,34481
Intel I3-5200U:0.05,8:0.50,512 SSD:1.00,13:0.42,1600x900:0.28,33938
Intel I5-5500U:0.17,2:0.00,256 SSD:0.75,14:0.71,2560x1440:0.71,30780
Intel I3-5100U:0.00,4:0.25,320 HDD:0.00,10:0.00,3840x2160:1.00,30907
Intel I7-6500U:0.64,2:0.00,320 HDD:0.00,15.6:0.85,1280x800:0.00,27934
Intel I3-6100U:0.35,16:0.75,320 SSD:0.87,15.6:0.85,3840x2160:1.00,37620
Intel I3-7100U:0.70,24:0.87,256 SSD:0.75,12:0.28,1366x768:0.14,27496
Intel I7-6500U:0.64,6:0.37,1 000 HDD:0.37,13.3:0.57,1600x900:0.28,28378
Intel I5-5200U:0.11,3:0.12,1 000 HDD:0.37,12:0.28,3840x2160:1.00,32604
Intel I7-7500U:1.00,16:0.75,500 HDD:0.12,13:0.42,3840x2160:1.00,37940
Intel I5-6500U:0.52,32:1.00,500 HDD:0.12,14:0.71,1680x1050:0.42,33177
Intel I3-6200U:0.41,8:0.50,1 000 HDD:0.37,10:0.00,2880x1800:0.85,28738
Intel I3-6200U:0.41,24:0.87,256 SSD:0.75,12:0.28,1920x1080:0.57,34466
Intel I5-5500U:0.17,24:0.87,320 SSD:0.87,14:0.71,1680x1050:0.42,38348
Intel I7-7500U:1.00,24:0.87,512 SSD:1.00,17.3:1.00,1366x768:0.14,46720
Intel I5-5500U:0.17,8:0.50,320 SSD:0.87,10:0.00,3840x2160:1.00,40720
Intel I7-7500U:1.00,12:0.62,128 SSD:0.50,13:0.42,1920x1080:0.57,32700
Intel I7-5500U:0.29,24:0.87,256 SSD:0.75,13.3:0.57,1680x1050:0.42,33296
Intel I7-6200U:0.58,4:0.25,320 SSD:0.87,15.6:0.85,1920x1080:0.57,37517
Intel I7-7500U:1.00,16:0.75,128 SSD:0.50,13.3:0.57,1280x800:0.00,27840
Intel I7-5500U:0.29,16:0.75,500 HDD:0.12,15.6:0.85,1600x900:0.28,33640
Intel I7-7500U:1.00,32:1.00,128 SSD:0.50,10:0.00,1920x1080:0.57,37056
Intel I3-5100U:0.00,12:0.62,512 SSD:1.00,10:0.00,1600x900:0.28,32676
Intel I3-6100U:0.35,16:0.75,256 SSD:0.75,11:0.14,1600x900:0.28,27964
Intel I5-5200U:0.11,2:0.00,750 HDD:0.25,15.6:0.85,1280x800:0.00,26743
Intel I5-5200U:0.11,2:0.00,1 000 HDD:0.37,14:0.71,2560x1440:0.71,29462
Intel I7-6200U:0.58,3:0.12,320 SSD:0.87,10:0.00,3840x2160:1.00,37642
Intel I5-7500U:0.88,3:0.12,750 HDD:0.25,10:0.00,1920x1080:0.57,29260
Intel I3-5200U:0.05,6:0.37,1 000 HDD:0.37,10:0.00,2560x1440:0.71,28569
Intel I3-7100U:0.70,4:0.25,240 SSD:0.62,11:0.14,1280x800:0.00,25598
Intel I3-6100U:0.35,24:0.87,320 HDD:0.00,14:0.71,2560x1440:0.71,31721
Intel I5-6200U:0.47,4:0.25,500 HDD:0.12,10:0.00,2880x1800:0.85,30075
Intel I3-7200U:0.76,3:0.12,1 000 HDD:0.37,13:0.42,1600x900:0.28,24004
Intel I3-7100U:0.70,8:0.50,128 SSD:0.50,15.6:0.85,1680x1050:0.42,29881
Intel I3-7100U:0.70,3:0.12,1 000 HDD:0.37,14:0.71,1280x800:0.00,25787
Intel I5-6500U:0.52,2:0.00,240 SSD:0.62,17.3:1.00,1920x1080:0.57,31703
Intel I7-6500U:0.64,2:0.00,240 SSD:0.62,12:0.28,1680x1050:0.42,28265
Intel I3-7100U:0.70,32:1.00,750 HDD:0.25,15.6:0.85,2880x1800:0.85,38308
Intel I7-5500U:0.29,24:0.87,320 HDD:0.00,11:0.14,2880x1800:0.85,32946
Intel I3-7200U:0.76,16:0.75,750 HDD:0.25,15.6:0.85,1280x800:0.00,29414
Intel I5-7200U:0.82,8:0.50,128 SSD:0.50,15.6:0.85,2880x1800:0.85,36168
Intel I3-7200U:0.76,12:0.62,500 HDD:0.12,17.3:1.00,2880x1800:0.85,37411
Intel I7-6200U:0.58,32:1.00,1 000 HDD:0.37,13:0.42,1680x1050:0.42,33686
Intel I5-6200U:0.47,2:0.00,1 000 HDD:0.37,10:0.00,2880x1800:0.85,29909
Intel I7-7200U:0.94,3:0.12,750 HDD:0.25,17.3:1.00,1680x1050:0.42,32767
Intel I5-5200U:0.11,2:0.00,500 HDD:0.12,14:0.71,3840x2160:1.00,33429
Intel I5-6200U:0.47,4:0.25,320 HDD:0.00,15.6:0.85,1600x900:0.28,28976
Intel I5-5500U:0.17,4:0.25,500 HDD:0.12,13:0.42,2880x1800:0.85,30529
Intel I5-6500U:0.52,3:0.12,128 SSD:0.50,10:0.00,3840x2160:1.00,32502
Intel I3-6200U:0.41,8:0.50,750 HDD:0.25,13.3:0.57,1600x900:0.28,27998
Intel I5-7200U:0.82,4:0.25,320 SSD:0.87,12:0.28,1366x768:0.14,29852
Intel I7-7500U:1.00,4:0.25,512 SSD:1.00,10:0.00,1680x1050:0.42,37332
Intel I3-5100U:0.00,4:0.25,500 HDD:0.12,13.3:0.57,1600x900:0.28,24562
Intel I5-7200U:0.82,24:0.87,128 SSD:0.50,10:0.00,1920x1080:0.57,32570
Intel I7-6200U:0.58,24:0.87,240 SSD:0.62,11:0.14,2560x1440:0.71,34784
Intel I5-6500U:0.52,3:0.12,256 SSD:0.75,17.3:1.00,1920x1080:0.57,36093
Intel I5-5500U:0.17,6:0.37,240 SSD:0.62,11:0.14,1920x1080:0.57,31465
Intel I5-6200U:0.47,3:0.12,240 SSD:0.62,14:0.71,1280x800:0.00,29150
Intel I3-7100U:0.70,12:0.62,512 SSD:1.00,14:0.71,1920x1080:0.57,39329
Intel I3-5100U:0.00,8:0.50,128 SSD:0.50,14:0.71,3840x2160:1.00,34225
Intel I5-6500U:0.52,16:0.75,320 HDD:0.00,11:0.14,1600x900:0.28,27330
Intel I3-6100U:0.35,6:0.37,320 SSD:0.87,11:0.14,3840x2160:1.00,33801
Intel I5-5200U:0.11,6:0.37,320 SSD:0.87,14:0.71,2880x1800:0.85,37487
Intel I5-7500U:0.88,8:0.50,750 HDD:0.25,11:0.14,1366x768:0.14,25740
Intel I5-6500U:0.52,2:0.00,500 HDD:0.12,12:0.28,1680x1050:0.42,23680
Intel I5-5500U:0.17,4:0.25,750 HDD:0.25,11:0.14,2560x1440:0.71,26958
Intel I7-5500U:0.29,3:0.12,256 SSD:0.75,13.3:0.57,1366x768:0.14,31831
Intel I7-6200U:0.58,4:0.25,320 HDD:0.00,17.3:1.00,1600x900:0.28,32780
Intel I5-5500U:0.17,6:0.37,240 SSD:0.62,13.3:0.57,2560x1440:0.71,29893
Intel I5-5500U:0.17,12:0.62,256 SSD:0.75,13.3:0.57,2560x1440:0.71,35391
Intel I5-6500U:0.52,32:1.00,512 SSD:1.00,14:0.71,1680x1050:0.42,43479
Intel I3-7100U:0.70,12:0.62,750 HDD:0.25,13.3:0.57,1366x768:0.14,25661
Intel I3-7200U:0.76,32:1.00,750 HDD:0.25,17.3:1.00,1920x1080:0.57,36208
Intel I7-5500U:0.29,2:0.00,320 HDD:0.00,13:0.42,1920x1080:0.57,27205
Intel I7-5200U:0.23,24:0.87,750 HDD:0.25,13:0.42,1366x768:0.14,30936
Intel I7-5500U:0.29,3:0.12,320 SSD:0.87,13:0.42,2880x1800:0.85,36122
Intel I7-7200U:0.94,4:0.25,128 SSD:0.50,11:0.14,1280x800:0.00,26978
Intel I7-6200U:0.58,4:0.25,500 HDD:0.12,14:0.71,1280x800:0.00,25014
Intel I7-6200U:0.58,2:0.00,240 SSD:0.62,17.3:1.00,2880x1800:0.85,39154
